id,x,y,diameter,neighbors,distances,angles,units,um/px
61,489.5,357.6764831542969,18.05909538269043,"[50, 76, 82, 54]",[20.11 22.69 25.43 33.46],[ 152.61  -61.62 -118.75  173.07],pixels,0.6666666666666666
62,725.875,351.875,8.839035034179688,"[73, 53, 78, 90]",[18.79 20.08 22.29 34.52],[-105.71   28.64  -44.87  -78.93],pixels,0.6666666666666666
63,218.0,352.0,10.770529747009277,"[66, 83, 57, 88]",[15.61 20.64 22.87 32.9 ],[-143.54  -69.83  160.54 -114.23],pixels,0.6666666666666666
64,173.5,352.0,10.816854476928711,"[75, 84, 57, 66]",[18.36 23.37 24.17 33.26],[ -49.2  -111.26   18.38  -16.2 ],pixels,0.6666666666666666
65,612.7048950195312,350.2786865234375,20.806995391845703,"[49, 55, 51, 87]",[19.6  20.15 25.29 27.41],[ 87.16  24.15 149.26 -92.38],pixels,0.6666666666666666
66,205.44444274902344,342.72222900390625,5.516719818115234,"[63, 57, 75, 88]",[15.61 19.15 20.47 20.74],[  36.46  118.07 -166.95  -92.61],pixels,0.6666666666666666
67,347.20001220703125,344.79998779296875,13.606057167053223,"[59, 68, 74, 52]",[15.12 20.2  21.15 21.38],[  38.69 -179.15  -19.23  104.53],pixels,0.6666666666666666
68,327.0,344.5,13.60167121887207,"[56, 67, 86, 52]",[19.92 20.2  21.36 25.71],[ 116.86    0.85 -110.56   54.76],pixels,0.6666666666666666
69,30.43975830078125,343.9457702636719,13.454782485961914,"[70, 85, 60, 98]",[17.15 20.3  26.94 35.02],[-15.03 -91.93  28.99 -73.55],pixels,0.6666666666666666
70,47.0,339.5,14.318021774291992,"[69, 60, 96, 85]",[17.15 18.85 23.28 23.42],[ 164.97   68.2   -63.61 -137.43],pixels,0.6666666666666666
71,637.888916015625,339.40740966796875,15.289050102233887,"[55, 93, 65, 87]",[20.29 23.58 27.43 31.08],[ 109.58 -102.06  156.65 -147.89],pixels,0.6666666666666666
72,301.5,341.20587158203125,19.75735855102539,"[86, 68, 94, 56]",[24.56 25.71 25.73 26.76],[-42.86   7.36 -87.77  51.93],pixels,0.6666666666666666
73,720.7857055664062,333.78570556640625,6.618061065673828,"[62, 90, 78, 53]",[18.79 19.66 21.02 35.83],[ 74.29 -53.42   6.45  50.66],pixels,0.6666666666666666
74,367.1666564941406,337.8333435058594,13.864640235900879,"[59, 67, 97, 52]",[18.34 21.15 27.96 37.51],[ 116.45  160.77 -137.81  132.48],pixels,0.6666666666666666
75,185.5,338.1000061035156,15.831825256347656,"[64, 66, 84, 57]",[18.36 20.47 21.94 24.14],[ 130.8    13.05 -158.96   63.07],pixels,0.6666666666666666
76,500.2826232910156,337.7173767089844,16.416873931884766,"[92, 61, 82, 50]",[21.99 22.69 23.13 40.91],[-105.25  118.38 -174.2   134.43],pixels,0.6666666666666666
77,74.38888549804688,339.5,19.039470672607422,"[89, 60, 96, 70]",[22.79 26.87 26.93 27.39],[ -80.88  139.36 -129.25  180.  ],pixels,0.6666666666666666
78,741.6764526367188,336.1470642089844,15.942390441894531,"[90, 73, 62, 80]",[20.34 21.02 22.29 24.42],[-116.82 -173.55  135.13   -5.04],pixels,0.6666666666666666
79,583.0,337.5,26.627254486083984,"[99, 51, 87, 65]",[26.35 26.91 32.09 32.34],[-75.11  72.77 -27.09  23.28],pixels,0.6666666666666666
80,766.0,334.0,16.12471580505371,"[58, 91, 78, 53]",[20.73 23.16 24.42 35.53],[  97.12 -122.66  174.96  129.29],pixels,0.6666666666666666
81,446.5,338.5,32.28022384643555,"[54, 100, 82, 50]",[25.19 26.65 30.93 37.95],[ 67.14 -87.31  -5.79  48.51],pixels,0.6666666666666666
82,477.2680358886719,335.3814392089844,19.731481552124023,"[76, 61, 92, 104]",[23.13 25.43 25.56 30.49],[  5.8   61.25 -47.62 -98.9 ],pixels,0.6666666666666666
83,225.11744689941406,332.6208190917969,16.467761993408203,"[63, 66, 95, 88]",[20.64 22.11 22.63 23.19],[ 110.17  152.82 -108.91 -152.75],pixels,0.6666666666666666
84,165.02671813964844,330.2251892089844,15.95312213897705,"[75, 64, 102, 88]",[21.94 23.37 26.47 40.32],[ 21.04  68.74 -51.52 -11.77],pixels,0.6666666666666666
85,29.7560977935791,323.6585388183594,11.587495803833008,"[98, 69, 70, 96]",[17.01 20.3  23.42 28.04],[-51.45  88.07  42.57 -10.3 ],pixels,0.6666666666666666
86,319.5,324.5,15.811588287353516,"[94, 68, 105, 72]",[19.24 21.36 24.42 24.56],[-152.1    69.44  -79.38  137.14],pixels,0.6666666666666666
87,611.5658569335938,322.88922119140625,17.01414680480957,"[101, 93, 99, 65]",[19.05 22.37 24.35 27.41],[ -82.66  -17.   -153.54   87.62],pixels,0.6666666666666666
88,204.5,322.0,17.464448928833008,"[95, 103, 66, 83]",[17.11 19.67 20.74 23.19],[-39.07 -97.03  87.39  27.25],pixels,0.6666666666666666
89,78.0,317.0,6.3247551918029785,"[96, 77, 98, 70]",[20.72 22.79 38.22 38.3 ],[ 175.45   99.12 -169.99  144.03],pixels,0.6666666666666666
90,732.5,318.0,10.816854476928711,"[73, 78, 91, 62]",[19.66 20.34 21.29 34.52],[126.58  63.18  -9.46 101.07],pixels,0.6666666666666666
91,753.5,314.5,9.487032890319824,"[90, 80, 78, 73]",[21.29 23.16 24.67 37.98],[170.54  57.34 118.64 149.48],pixels,0.6666666666666666
92,494.5,316.5,13.9285888671875,"[76, 104, 82, 61]",[21.99 24.66 25.56 41.48],[  74.75 -152.89  132.38   96.92],pixels,0.6666666666666666
93,632.9615478515625,316.3461608886719,15.044515609741211,"[87, 101, 71, 65]",[22.37 22.63 23.58 39.52],[ 163.   -146.93   77.94  120.84],pixels,0.6666666666666666
94,302.5,315.5,13.341864585876465,"[86, 72, 105, 68]",[19.24 25.73 26.22 37.96],[ 27.9   92.23 -34.9   49.81],pixels,0.6666666666666666
95,217.7857208251953,311.21429443359375,5.050971508026123,"[88, 103, 83, 66]",[17.11 17.96 22.63 33.84],[ 140.93 -150.9    71.09  111.39],pixels,0.6666666666666666
96,57.34710693359375,318.6446228027344,19.872407913208008,"[98, 89, 70, 77]",[18.9  20.72 23.28 26.93],[-154.     -4.55  116.39   50.75],pixels,0.6666666666666666
97,346.45281982421875,319.0566101074219,23.45799446105957,"[67, 86, 74, 105]",[25.75 27.5  27.96 29.13],[  88.34  168.58   42.19 -140.43],pixels,0.6666666666666666
98,40.35714340209961,310.3571472167969,7.475336074829102,"[85, 96, 70, 69]",[17.01 18.9  29.89 35.02],[128.55  26.    77.16 106.45],pixels,0.6666666666666666
99,589.7692260742188,312.0384521484375,18.5616397857666,"[87, 101, 79, 93]",[24.35 25.53 26.35 43.41],[ 26.46 -18.35 104.89   5.7 ],pixels,0.6666666666666666
100,447.75,311.875,16.441383361816406,"[104, 81, 82, 92]",[25.67 26.65 37.73 46.98],[-14.93  92.69  38.53   5.65],pixels,0.6666666666666666
101,614.0,304.0,7.211302280426025,"[87, 93, 99, 71]",[19.05 22.63 25.53 42.71],[ 97.34  33.07 161.65  55.99],pixels,0.6666666666666666
102,181.5,309.5,18.601276397705078,"[103, 88, 84, 75]",[21.76 26.18 26.47 28.88],[-18.83  28.52 128.48  82.04],pixels,0.6666666666666666
103,202.09091186523438,302.4772644042969,9.305072784423828,"[95, 88, 102, 83]",[17.96 19.67 21.76 37.93],[ 29.1   82.97 161.17  52.62],pixels,0.6666666666666666
104,472.5526428222656,305.2631530761719,20.7296142578125,"[92, 100, 82, 81]",[24.66 25.67 30.49 42.23],[ 27.11 165.07  81.1  128.09],pixels,0.6666666666666666
105,324.0,300.5,18.027956008911133,"[86, 94, 97, 68]",[24.42 26.22 29.13 44.1 ],[100.62 145.1   39.57  86.1 ],pixels,0.6666666666666666
106,346.625,252.0,5.15408182144165,"[112, 121, 116, 135]",[27.75 39.18 45.05 49.43],[-109.2   -69.83 -134.55  -90.66],pixels,0.6666666666666666
107,458.5,233.6666717529297,9.38694953918457,"[111, 124, 108, 126]",[15.24 21.82 29.91 37.51],[ -41.5  -125.56   -7.36  -38.14],pixels,0.6666666666666666
108,488.1666564941406,229.8333282470703,12.445659637451172,"[111, 126, 107, 136]",[19.3  19.33 29.91 35.17],[-161.06  -90.49  172.64  -62.33],pixels,0.6666666666666666
109,739.61767578125,227.26470947265625,9.122536659240723,"[123, 122, 110, 134]",[17.86 18.29 21.06 35.15],[-125.16  -52.41   -7.54 -125.67],pixels,0.6666666666666666
110,760.5,224.5,7.071267604827881,"[122, 109, 128, 123]",[15.24 21.06 23.18 33.34],[-129.67  172.46  -62.02 -159.21],pixels,0.6666666666666666
111,469.9117736816406,223.57058715820312,14.116231918334961,"[107, 108, 126, 124]",[15.24 19.3  22.32 25.29],[ 138.5    18.94  -35.85 -162.38],pixels,0.6666666666666666
112,337.5,225.7941131591797,19.757368087768555,"[116, 135, 121, 131]",[23.24 24.75 24.98 26.57],[-165.29  -69.77  -25.04 -122.56],pixels,0.6666666666666666
113,176.2894744873047,222.57894897460938,11.769564628601074,"[125, 117, 133, 137]",[14.31 17.88 24.79 28.3 ],[ -88.97   -5.5  -121.32  -60.76],pixels,0.6666666666666666
114,213.7857208251953,221.2142791748047,10.5465087890625,"[132, 117, 142, 137]",[17.75 19.7  31.9  33.23],[ -93.56 -178.98  -65.39 -135.42],pixels,0.6666666666666666
115,606.4000244140625,224.39999389648438,21.68149757385254,"[120, 118, 140, 143]",[27.66 28.02 30.84 36.21],[-162.02   -7.84 -108.13  -56.44],pixels,0.6666666666666666
116,315.02294921875,219.89450073242188,14.344937324523926,"[131, 129, 112, 135]",[18.41 22.2  23.24 35.54],[ -63.63 -128.42   14.71  -29.17],pixels,0.6666666666666666
117,194.09091186523438,220.86363220214844,16.273948669433594,"[113, 114, 125, 137]",[17.88 19.7  21.6  23.32],[ 174.5     1.02 -144.34  -99.82],pixels,0.6666666666666666
118,634.1578979492188,220.57894897460938,18.335330963134766,"[143, 115, 138, 140]",[27.47 28.02 29.35 45.22],[-106.37  172.16  -65.53 -145.69],pixels,0.6666666666666666
119,57.06756591796875,216.8783721923828,14.365008354187012,"[130, 127, 146, 154]",[24.32 25.21 26.69 42.26],[-145.21  -26.23  -77.   -115.87],pixels,0.6666666666666666
120,580.0908813476562,215.86363220214844,16.273977279663086,"[140, 145, 115, 164]",[26.66 27.06 27.66 47.37],[ -51.18 -103.24   17.98  -81.61],pixels,0.6666666666666666
121,360.1329040527344,215.2215118408203,16.131439208984375,"[135, 141, 112, 131]",[18.93 23.57 24.98 38.78],[-138.05  -73.62  154.96 -162.25],pixels,0.6666666666666666
122,750.772705078125,212.77272033691406,13.227404594421387,"[110, 109, 123, 128]",[15.24 18.29 21.44 22.38],[  50.33  127.59 -179.72  -22.99],pixels,0.6666666666666666
123,729.3333129882812,212.6666717529297,11.643070220947266,"[134, 109, 122, 144]",[17.3  17.86 21.44 25.48],[-126.19   54.84    0.28  -57.03],pixels,0.6666666666666666
124,445.8103332519531,215.91378784179688,19.281291961669922,"[107, 111, 139, 147]",[21.82 25.29 27.66 27.89],[ 54.44  17.62 -46.06 -94.63],pixels,0.6666666666666666
125,176.5454559326172,208.27272033691406,9.02723503112793,"[113, 133, 137, 117]",[14.31 14.83 17.09 21.6 ],[  91.03 -152.4   -37.43   35.66],pixels,0.6666666666666666
126,488.0,210.5,16.279020309448242,"[108, 136, 111, 150]",[19.33 20.3  22.32 26.48],[ 89.51 -35.61 144.15 -87.84],pixels,0.6666666666666666
127,79.68367004394531,205.7346954345703,13.63195514678955,"[146, 119, 160, 130]",[22.29 25.21 35.62 42.68],[-138.18  153.77 -102.62 -176.33],pixels,0.6666666666666666
128,771.372314453125,204.03192138671875,15.013880729675293,"[148, 122, 110, 144]",[21.22 22.38 23.18 30.92],[-104.66  157.01  117.98 -155.67],pixels,0.6666666666666666
129,301.2272644042969,202.5,13.873908996582031,"[131, 153, 116, 149]",[21.99 22.14 22.2  34.73],[  2.35 -78.27  51.58 -34.06],pixels,0.6666666666666666
130,37.09090805053711,203.0,17.099811553955078,"[154, 119, 146, 159]",[24.2  24.32 28.67 38.82],[-86.36  34.79 -25.02 -60.49],pixels,0.6666666666666666
131,323.20001220703125,203.39999389648438,17.36680793762207,"[116, 149, 129, 135]",[18.41 21.46 21.99 22.87],[ 116.37  -71.52 -177.65   -2.08],pixels,0.6666666666666666
132,212.68408203125,203.49502563476562,19.566293716430664,"[114, 142, 137, 117]",[17.75 18.28 23.26 25.44],[  86.44  -38.1  -166.04  136.95],pixels,0.6666666666666666
133,163.39999389648438,201.39999389648438,13.102875709533691,"[125, 152, 113, 137]",[14.83 21.72 24.79 26.95],[ 27.6  -62.5   58.68  -7.5 ],pixels,0.6666666666666666
134,719.1206665039062,198.70689392089844,10.338746070861816,"[123, 144, 157, 122]",[17.3  25.19 31.48 34.64],[ 53.81 -17.12 -55.39  23.96],pixels,0.6666666666666666
135,346.0581359863281,202.56976318359375,17.627105712890625,"[121, 131, 141, 112]",[18.93 22.87 22.99 24.75],[ 41.95 177.92 -25.69 110.23],pixels,0.6666666666666666
136,504.5,198.68182373046875,11.753177642822266,"[126, 150, 163, 108]",[20.3  21.32 33.72 35.17],[ 144.39 -136.63 -114.53  117.67],pixels,0.6666666666666666
137,190.11538696289062,197.88461303710938,11.978974342346191,"[125, 152, 132, 117]",[17.09 22.95 23.26 23.32],[ 142.57 -136.65   13.96   80.18],pixels,0.6666666666666666
138,646.3181762695312,193.86363220214844,11.588892936706543,"[143, 161, 118, 165]",[19.91 26.29 29.35 44.52],[ 178.96 -120.3   114.47 -147.79],pixels,0.6666666666666666
139,465.0,196.0,15.231746673583984,"[147, 150, 126, 124]",[22.85 26.82 27.19 27.66],[-159.8   -26.49   32.23  133.94],pixels,0.6666666666666666
140,596.8046264648438,195.09194946289062,16.82931900024414,"[145, 120, 165, 164]",[23.58 26.66 27.63 27.87],[-166.34  128.82  -64.6  -110.59],pixels,0.6666666666666666
141,366.7794189453125,192.60293579101562,15.216338157653809,"[158, 135, 121, 149]",[21.8  22.99 23.57 38.  ],[-128.9   154.31  106.38 -165.44],pixels,0.6666666666666666
142,227.07142639160156,192.2142791748047,13.10107421875,"[151, 132, 156, 114]",[16.56 18.28 26.71 31.9 ],[-110.32  141.9  -150.36  114.61],pixels,0.6666666666666666
143,626.4153442382812,194.22486877441406,18.832887649536133,"[138, 161, 118, 140]",[19.91 24.   27.47 29.62],[ -1.04 -73.93  73.63 178.32],pixels,0.6666666666666666
144,743.1976928710938,191.2906951904297,15.828655242919922,"[157, 155, 122, 148]",[19.5  21.64 22.78 24.1 ],[-108.53  -63.06   70.58  -18.86],pixels,0.6666666666666666
145,573.8953247070312,189.52325439453125,16.493358612060547,"[140, 164, 120, 165]",[23.58 24.35 27.06 39.8 ],[ 13.66 -57.44  76.76 -29.15],pixels,0.6666666666666666
146,63.07143020629883,190.87142944335938,20.593563079833984,"[160, 127, 159, 119]",[21.77 22.29 22.72 26.69],[ -66.07   41.82 -107.57  103.  ],pixels,0.6666666666666666
147,443.55999755859375,188.11000061035156,18.051876068115234,"[162, 139, 124, 168]",[20.21 22.85 27.89 32.49],[-74.14  20.2   85.37 -39.02],pixels,0.6666666666666666
148,766.0,183.5,12.53016471862793,"[155, 128, 144, 157]",[17.36 21.22 24.1  30.91],[-138.5    75.34  161.14 -159.75],pixels,0.6666666666666666
149,330.0,183.0500030517578,12.74421501159668,"[169, 131, 158, 153]",[20.93 21.46 24.25 24.37],[ -96.58  108.48  -17.8  -174.75],pixels,0.6666666666666666
150,489.0,184.03846740722656,17.16026496887207,"[163, 136, 168, 126]",[16.11 21.32 26.   26.48],[ -84.66   43.37 -140.94   92.16],pixels,0.6666666666666666
151,221.31817626953125,176.68182373046875,8.095719337463379,"[142, 156, 166, 132]",[16.56 17.61 19.41 28.17],[  69.68  172.42 -136.87  107.85],pixels,0.6666666666666666
152,173.42982482910156,182.13157653808594,19.713077545166016,"[133, 137, 167, 125]",[21.72 22.95 23.75 26.33],[117.5   43.35 -44.69  83.2 ],pixels,0.6666666666666666
153,305.7293701171875,180.82110595703125,19.601240158081055,"[129, 149, 131, 169]",[22.14 24.37 28.55 28.69],[101.73   5.25  52.27 -40.33],pixels,0.6666666666666666
154,38.62738800048828,178.85031127929688,16.034656524658203,"[159, 130, 146, 160]",[20.05 24.2  27.24 34.19],[-28.72  93.64  26.19 -13.31],pixels,0.6666666666666666
155,753.0,172.0,4.4723358154296875,"[157, 148, 144, 128]",[16.02 17.36 21.64 36.93],[177.14  41.5  116.94  60.16],pixels,0.6666666666666666
156,203.85955810546875,179.005615234375,18.711185455322266,"[166, 151, 167, 137]",[15.94 17.61 19.18 23.35],[ -78.08   -7.58 -134.94  126.06],pixels,0.6666666666666666
157,737.0,172.8000030517578,8.77288818359375,"[155, 144, 148, 134]",[16.02 19.5  30.91 31.48],[ -2.86  71.47  20.25 124.61],pixels,0.6666666666666666
